key,affinity,fold0,fold1,fold2,fold3,fold4
6SDW_0_RNA_B_6SDW_0_PROT_A,-10.92,train,train,train,test,train
6SDW_10_RNA_B_6SDW_10_PROT_A,-10.92,train,train,train,test,train
6SDW_11_RNA_B_6SDW_11_PROT_A,-10.92,train,train,train,test,train
6SDW_12_RNA_B_6SDW_12_PROT_A,-10.92,train,train,train,test,train
6SDW_13_RNA_B_6SDW_13_PROT_A,-10.92,train,train,train,test,train
6SDW_14_RNA_B_6SDW_14_PROT_A,-10.92,train,train,train,test,train
6SDW_15_RNA_B_6SDW_15_PROT_A,-10.92,train,train,train,test,train
6SDW_16_RNA_B_6SDW_16_PROT_A,-10.92,train,train,train,test,train
6SDW_17_RNA_B_6SDW_17_PROT_A,-10.92,train,train,train,test,train
6SDW_18_RNA_B_6SDW_18_PROT_A,-10.92,train,train,train,test,train
6SDW_19_RNA_B_6SDW_19_PROT_A,-10.92,train,train,train,test,train
6SDW_1_RNA_B_6SDW_1_PROT_A,-10.92,train,train,train,test,train
6SDW_2_RNA_B_6SDW_2_PROT_A,-10.92,train,train,train,test,train
6SDW_3_RNA_B_6SDW_3_PROT_A,-10.92,train,train,train,test,train
6SDW_4_RNA_B_6SDW_4_PROT_A,-10.92,train,train,train,test,train
6SDW_5_RNA_B_6SDW_5_PROT_A,-10.92,train,train,train,test,train
6SDW_6_RNA_B_6SDW_6_PROT_A,-10.92,train,train,train,test,train
6SDW_7_RNA_B_6SDW_7_PROT_A,-10.92,train,train,train,test,train
6SDW_8_RNA_B_6SDW_8_PROT_A,-10.92,train,train,train,test,train
6SDW_9_RNA_B_6SDW_9_PROT_A,-10.92,train,train,train,test,train
6SDY_0_RNA_B_6SDY_0_PROT_A,-10.92,train,train,train,test,train
6SDY_10_RNA_B_6SDY_10_PROT_A,-10.92,train,train,train,test,train
6SDY_11_RNA_B_6SDY_11_PROT_A,-10.92,train,train,train,test,train
6SDY_12_RNA_B_6SDY_12_PROT_A,-10.92,train,train,train,test,train
6SDY_13_RNA_B_6SDY_13_PROT_A,-10.92,train,train,train,test,train
6SDY_14_RNA_B_6SDY_14_PROT_A,-10.92,train,train,train,test,train
6SDY_15_RNA_B_6SDY_15_PROT_A,-10.92,train,train,train,test,train
6SDY_16_RNA_B_6SDY_16_PROT_A,-10.92,train,train,train,test,train
6SDY_17_RNA_B_6SDY_17_PROT_A,-10.92,train,train,train,test,train
6SDY_18_RNA_B_6SDY_18_PROT_A,-10.92,train,train,train,test,train
6SDY_19_RNA_B_6SDY_19_PROT_A,-10.92,train,train,train,test,train
6SDY_1_RNA_B_6SDY_1_PROT_A,-10.92,train,train,train,test,train
6SDY_2_RNA_B_6SDY_2_PROT_A,-10.92,train,train,train,test,train
6SDY_3_RNA_B_6SDY_3_PROT_A,-10.92,train,train,train,test,train
6SDY_4_RNA_B_6SDY_4_PROT_A,-10.92,train,train,train,test,train
6SDY_5_RNA_B_6SDY_5_PROT_A,-10.92,train,train,train,test,train
6SDY_6_RNA_B_6SDY_6_PROT_A,-10.92,train,train,train,test,train
6SDY_7_RNA_B_6SDY_7_PROT_A,-10.92,train,train,train,test,train
6SDY_8_RNA_B_6SDY_8_PROT_A,-10.92,train,train,train,test,train
6SDY_9_RNA_B_6SDY_9_PROT_A,-10.92,train,train,train,test,train
6SO9_0_RNA_B_6SO9_0_PROT_A,-7.15,train,train,test,train,train
6SO9_10_RNA_B_6SO9_10_PROT_A,-7.15,train,train,test,train,train
6SO9_11_RNA_B_6SO9_11_PROT_A,-7.15,train,train,test,train,train
6SO9_12_RNA_B_6SO9_12_PROT_A,-7.15,train,train,test,train,train
6SO9_13_RNA_B_6SO9_13_PROT_A,-7.15,train,train,test,train,train
6SO9_14_RNA_B_6SO9_14_PROT_A,-7.15,train,train,test,train,train
6SO9_15_RNA_B_6SO9_15_PROT_A,-7.15,train,train,test,train,train
6SO9_16_RNA_B_6SO9_16_PROT_A,-7.15,train,train,test,train,train
6SO9_17_RNA_B_6SO9_17_PROT_A,-7.15,train,train,test,train,train
6SO9_18_RNA_B_6SO9_18_PROT_A,-7.15,train,train,test,train,train
6SO9_19_RNA_B_6SO9_19_PROT_A,-7.15,train,train,test,train,train
6SO9_1_RNA_B_6SO9_1_PROT_A,-7.15,train,train,test,train,train
6SO9_20_RNA_B_6SO9_20_PROT_A,-7.15,train,train,test,train,train
6SO9_21_RNA_B_6SO9_21_PROT_A,-7.15,train,train,test,train,train
6SO9_22_RNA_B_6SO9_22_PROT_A,-7.15,train,train,test,train,train
6SO9_23_RNA_B_6SO9_23_PROT_A,-7.15,train,train,test,train,train
6SO9_24_RNA_B_6SO9_24_PROT_A,-7.15,train,train,test,train,train
6SO9_2_RNA_B_6SO9_2_PROT_A,-7.15,train,train,test,train,train
6SO9_3_RNA_B_6SO9_3_PROT_A,-7.15,train,train,test,train,train
6SO9_4_RNA_B_6SO9_4_PROT_A,-7.15,train,train,test,train,train
6SO9_5_RNA_B_6SO9_5_PROT_A,-7.15,train,train,test,train,train
6SO9_6_RNA_B_6SO9_6_PROT_A,-7.15,train,train,test,train,train
6SO9_7_RNA_B_6SO9_7_PROT_A,-7.15,train,train,test,train,train
6SO9_8_RNA_B_6SO9_8_PROT_A,-7.15,train,train,test,train,train
6SO9_9_RNA_B_6SO9_9_PROT_A,-7.15,train,train,test,train,train
6U8D_0_RNA_A_6U8D_0_PROT_H_L,-10.219,test,train,train,train,train
6U9X_0_RNA_K_6U9X_0_PROT_A,-10.087,train,test,train,train,train
